"treat","age","educ","black","hispanic","married","nodegree","RE74s","RE75s","age2","educ2","age_educ","RE74_2","RE75_2","RE74_RE75","y"
0,53,12,0,0,0,0,0,0,2809,144,636,0,0,0,0
0,48,14,0,0,1,0,0,0,2304,196,672,0,0,0,7236.427
0,16,9,0,0,0,1,0,0,256,81,144,0,0,0,6494.608
0,17,8,1,0,0,1,0,0,289,64,136,0,0,0,4520.366
0,27,14,1,0,0,0,0,0,729,196,378,0,0,0,10122.43
0,37,8,1,0,0,1,0,0,1369,64,296,0,0,0,648.722
0,17,10,1,0,0,1,0,0,289,100,170,0,0,0,1053.619
0,16,8,0,0,0,1,0,0,256,64,128,0,0,0,0
0,48,12,0,0,1,0,0,0,2304,144,576,0,0,0,1491.026
0,55,7,0,0,0,1,0,0,3025,49,385,0,0,0,0
0,21,15,0,0,0,0,0,0,441,225,315,0,0,0,0
0,16,10,1,0,0,1,0,0,256,100,160,0,0,0,1730.418
0,23,12,0,0,0,0,0,0,529,144,276,0,0,0,3902.676
0,46,11,1,0,1,1,0,0,2116,121,506,0,0,0,0
0,17,10,0,0,0,1,0,0,289,100,170,0,0,0,14942.77
0,42,16,0,0,0,0,0,0,1764,256,672,0,0,0,23764.8
0,18,10,1,0,0,1,0,0,324,100,180,0,0,0,5306.516
0,53,12,1,0,0,0,0,0,2809,144,636,0,0,0,0
0,17,10,0,0,1,1,0,0,289,100,170,0,0,0,3859.822
0,17,6,0,0,0,1,0,0,289,36,102,0,0,0,0
0,43,6,0,0,1,1,0,0,1849,36,258,0,0,0,0
0,34,12,1,0,0,0,0,0,1156,144,408,0,0,0,0
0,16,8,0,1,0,1,0,0,256,64,128,0,0,0,12242.96
0,27,12,0,0,1,0,0,0,729,144,324,0,0,0,1533.88
0,51,4,1,0,0,1,0,0,2601,16,204,0,0,0,0
0,39,2,1,0,1,1,0,0,1521,4,78,0,0,0,964.9555
0,55,8,0,0,1,1,0,0,3025,64,440,0,0,0,0
0,16,9,0,0,0,1,0,0,256,81,144,0,0,0,5551.819
0,27,10,1,0,0,1,0,0,729,100,270,0,0,0,7543.794
0,25,14,0,0,0,0,0,0,625,196,350,0,0,0,0
0,18,11,0,0,0,1,0,0,324,121,198,0,0,0,10150.5
0,24,1,0,1,1,1,0,0,576,1,24,0,0,0,19464.61
0,21,18,0,0,0,0,0,0,441,324,378,0,0,0,0
0,32,5,1,0,1,1,0,0,1024,25,160,0,0,0,187.6713
0,16,9,0,0,0,1,0,0,256,81,144,0,0,0,1495.459
